0.298409,0.0057807
0.287616,0.0048104
0.271081,0.00360265
0.245105,0.00224678
0.198532,0.000915249
0.0903881,8.26119e-005
-0.0964142,-8.79247e-006
-0.176635,-3.89319e-005
-0.25248,-2.64986e-005
-0.329473,-2.72689e-005
-0.476545,-2.82835e-005
-0.638442,-2.92909e-005
-0.775716,-3.00465e-005
-0.883082,-3.06182e-005
-0.956415,-3.09571e-005
-0.992892,-3.11227e-005
-0.991114,-3.10615e-005
-0.951146,-3.08293e-005
-0.874528,-3.03693e-005
-0.764203,-2.97333e-005
-0.624419,-2.88597e-005
-0.460546,-2.77901e-005
-0.278906,-2.63347e-005
-0.0869689,-1.96925e-005
0.0934474,0.000134861
0.195925,0.00102034
0.24362,0.00233447
0.269953,0.0036777
0.286219,0.00481521
0.297525,0.00578274
0.3045,0.00645774
0.30791,0.006804
0.308071,0.0068038
0.304994,0.00645698
0.298409,0.0057807
0.287616,0.0048104
0.271081,0.00360265
0.245105,0.00224678
0.198532,0.000915249
0.0903881,8.26119e-005
-0.0964142,-8.79247e-006
-0.176635,-3.89319e-005
-0.25248,-2.64986e-005
-0.329473,-2.72689e-005
-0.476545,-2.82835e-005
-0.638442,-2.92909e-005
-0.775716,-3.00465e-005
-0.883082,-3.06182e-005
-0.956415,-3.09571e-005
-0.992892,-3.11227e-005
-0.991114,-3.10615e-005
-0.951146,-3.08293e-005
-0.874528,-3.03693e-005
-0.764203,-2.97333e-005
-0.624419,-2.88597e-005
-0.460546,-2.77901e-005
-0.278906,-2.63347e-005
-0.0869689,-1.96925e-005
0.0934474,0.000134861
0.195925,0.00102034
0.24362,0.00233447
0.269953,0.0036777
0.286219,0.00481521
0.297525,0.00578274
0.3045,0.00645774
0.30791,0.006804
0.308071,0.0068038
0.304994,0.00645698
0.298409,0.0057807
0.287616,0.0048104
0.271081,0.00360265
0.245105,0.00224678
0.198532,0.000915249
0.0903881,8.26119e-005
-0.0964142,-8.79247e-006
-0.176635,-3.89319e-005
-0.25248,-2.64986e-005
-0.329473,-2.72689e-005
-0.476545,-2.82835e-005
-0.638442,-2.92909e-005
-0.775716,-3.00465e-005
-0.883082,-3.06182e-005
-0.956415,-3.09571e-005
-0.992892,-3.11227e-005
-0.991114,-3.10615e-005
-0.951146,-3.08293e-005
-0.874528,-3.03693e-005
-0.764203,-2.97333e-005
-0.624419,-2.88597e-005
-0.460546,-2.77901e-005
-0.278906,-2.63347e-005
-0.0869689,-1.96925e-005
0.0934474,0.000134861
0.195925,0.00102034
0.24362,0.00233447
0.269953,0.0036777
0.286219,0.00481521
0.297525,0.00578274
0.3045,0.00645774
0.30791,0.006804
0.308071,0.0068038
0.304994,0.00645698
0.298409,0.0057807
0.287616,0.0048104
0.271081,0.00360265
0.245105,0.00224678
0.198532,0.000915249
0.0903881,8.26119e-005
-0.0964142,-8.79247e-006
-0.176635,-3.89319e-005
-0.25248,-2.64986e-005
-0.329473,-2.72689e-005
-0.476545,-2.82835e-005
-0.638442,-2.92909e-005
-0.775716,-3.00465e-005
-0.883082,-3.06182e-005
-0.956415,-3.09571e-005
-0.992892,-3.11227e-005
-0.991114,-3.10615e-005
-0.951146,-3.08293e-005
-0.874528,-3.03693e-005
-0.764203,-2.97333e-005
-0.624419,-2.88597e-005
-0.460546,-2.77901e-005
-0.278906,-2.63347e-005
-0.0869689,-1.96925e-005
0.0934474,0.000134861
0.195925,0.00102034
0.24362,0.00233447
0.269953,0.0036777
0.286219,0.00481521
0.297525,0.00578274
0.3045,0.00645774
0.30791,0.006804
0.308071,0.0068038
0.304994,0.00645698
0.298409,0.0057807
0.287616,0.0048104
